"index","ticker","year","quarter","QuarterHeading","QuarterRange","QuarterCountperRange","DateString","CurrencyHeader","Net Income/Starting Line","Depreciation/Depletion","Amortization","Deferred Taxes","Non-Cash Items","Changes in Working Capital","Cash from Operating Activities","Capital Expenditures","Other Investing Cash Flow Items, Total","Cash from Investing Activities","Financing Cash Flow Items","Total Cash Dividends Paid","Issuance (Retirement) of Stock, Net","Issuance (Retirement) of Debt, Net","Cash from Financing Activities","Foreign Exchange Effects","Net Change in Cash","Cash Interest Paid, Supplemental","Cash Taxes Paid, Supplemental"
"17592","UCTT_nasdaq","2013","2","6 months ending 2013-06-28","days","366.75378","2013-06-28","In Millions of USD (except for per share items)","4.599345","3.1484342","4.8448935","-1.3836987","5.1024475","22.881536","39.198025","-1.0152982","-37.983288","-38.998592","-0.72200614","0.0","0.3164406","18.217972","17.82235","0.0","18.02179","1.9293323","2.983215"
"17600","ULBI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-2.4625974","3.3903503","0.45260876","0.17323798","0.18203592","2.7226996","4.4484444","-1.8059857","0.9529315","-0.8479583","0.0","0.0","0.0710414","0.0","0.0710414","0.018900529","3.6952229","0.19153635","0.25268704"
"17608","ULTR_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-23.881317","38.689693","3.8723972","0.0","10.065397","-19.681154","9.040143","-46.224228","18.579895","-27.644333","-185.07642","0.0","111.66115","97.97678","24.561523","0.0","5.9573364","15.353917","0.5146849"
"17616","UTEK_nasdaq","2013","2","6 months ending 2013-06-29","days","366.75925","2013-06-29","In Millions of USD (except for per share items)","38.488266","4.9837627","1.339987","0.0","10.04303","-16.381756","38.473293","-21.089252","-48.63443","-69.72368","-1.9523698","0.0","20.624332","0.0","18.67196","0.0","-12.588263","0.0","0.0"
"17624","UMBF_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","126.697815","42.576275","0.0","-0.8992071","59.134396","7.0937247","234.603","-39.642246","-1640.4995","-1680.1418","1080.9661","-34.280495","-4.135488","-7.732094","1034.8081","0.0","-410.72073","0.0","43.010483"
"17632","UMPQ_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","100.98984","16.996323","0.0","3.2715616","93.42508","39.105927","253.78873","-27.958385","514.4127","486.45435","-455.71744","-40.287987","-5.2404156","-8.664263","-509.905","0.0","230.33803","26.600548","35.557106"
"17640","UNAM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","1.2508571","0.18014027","0.0","0.0","0.065644436","-2.924283","-1.4375318","-0.8077934","5.3763094","4.5736113","0.0101917805","-3.2664657","-0.10191781","0.0","-3.358192","0.0","-0.22720757","0.0","0.596498"
"17648","UNIS_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","-63.350437","5.444598","0.0","0.0","17.366278","-0.9132482","-41.442814","-2.2470438","0.0","-2.2470438","0.001569343","0.0","43.047993","-5.0334673","38.016132","-0.009927007","-5.6836495","2.48","0.0"
"17656","UNB_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","6.97701","0.9085069","0.0","-0.2641054","1.0167248","5.4290857","14.072318","-1.3854353","-11.489582","-12.875017","-16.961298","-4.4783955","-3.010705E-4","-2.380663","-23.810764","0.0","-22.608364","0.0","1.7792797"
"17664","UBSH_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","36.29291","6.3952417","5.506818","-0.10191781","1.4067221","24.24292","73.73789","-3.2518137","-116.62741","-119.88433","31.008469","-10.564785","-16.640446","24.110388","27.898636","0.0","-18.247791","0.0","12.020302"
"17672","UNXL_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","-5.9057555","0.63497967","0.0","0.0","2.8972895","0.5779849","-1.7955006","-3.0474358","0.0","-3.0474358","0.0","0.0","11.909621","0.0","11.909621","0.0","7.066686","0.0","0.0"
"17679","UBCP_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","2.14285","0.94897294","0.15586512","-0.056054793","0.035671234","1.65399","4.891185","-1.8973215","24.395288","22.493172","-12.922374","-1.8883785","-0.09981032","1.4470545","-13.468606","0.0","13.915752","0.0","0.5512148"
"17687","UBOH_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","8.45735","8.45735","-0.24397829","-8.502365","-8.746343","-16.299334","-0.42291433","0.014986601","-5.126466","-21.843616","0.0","-22.137707","0.0","0.7751551"
"17695","UBSI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","137.52051","137.52051","-4.158347","-253.52223","-257.68057","28.270325","-62.621704","0.62462014","-2.493998","-36.215664","0.0","-156.38083","0.0","13.789479"
"17703","UCFC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-4.412339","1.7453701","0.0","0.0","-4.2245264","38.8511","31.964703","-1.7058519","131.13887","129.43301","-142.52162","0.0","42.154205","0.0","-100.3674","0.0","61.030296","0.0","0.0"
"17711","UBNK_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","10.50418","2.609475","0.47746375","-0.606411","5.727301","4.9348736","23.646885","-3.624505","-65.895584","-69.5201","86.65665","-6.937358","-14.148287","-13.317667","52.253334","0.0","6.390012","0.0","7.4056115"
"17719","UFCS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","57.966476","6.964499","0.0","0.21574458","18.894201","73.27977","157.33057","-1.4727124","-108.82313","-110.29584","-43.572636","-16.030277","-9.764205","-22.931507","-92.29863","0.0","-45.27379","0.0","6.0743012"
"17727","UIHC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","13.711279","1.5322461","0.0","1.6220318","0.08991961","70.0851","87.02557","0.0","-106.86818","-106.86818","0.0","-1.4587963","15.7554245","0.4473567","14.743983","0.0","-5.09861","0.29644254","10.373114"
"17735","UNFI_nasdaq","2013","-1","12 months ending 2013-08-03","days","366.006","2013-08-03","In Millions of USD (except for per share items)","103.07757","41.940025","0.0","3.5516243","18.969904","-190.86806","-23.32894","-51.857273","-8.4937315","-60.351","-3.6287506","0.0","2.1640885","81.20192","79.72748","0.41636118","-3.5458808","4.989444","63.33196"
"17743","UNTD_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","22.58134","59.470448","0.0","-9.155107","24.741116","-25.474209","72.17857","-20.601904","-5.458022","-26.059925","3.4874291","-38.00624","-4.6386204","-19.740654","-58.89809","-0.91407114","-13.693516","6.594082","7.251452"
"17751","UBFO_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","5.536212","1.3979912","0.0","0.8938437","0.8332059","0.08489066","8.746142","-0.7100906","19.050222","18.340132","-21.689882","0.0","0.15767153","0.0","-21.52232","0.0","5.5639544","0.0","0.045863017"
"17759","USBI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","3.1684728","0.69809246","0.0","0.5095891","4.6160736","7.4055557","16.397783","-0.36959144","19.942013","19.572424","-40.40688","0.0","0.056054793","-0.035347864","-40.38617","0.0","-4.4159627","0.0","0.27487704"
"17767","USLM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","15.666798","14.963564","0.0","1.7678837","1.1120415","-5.0130067","28.512268","-8.190668","0.06983711","-8.120831","0.0","0.0","-20.97376","-4.4212704","-25.395031","0.0","-5.008692","1.0548493","1.5287671"
"17775","USTR_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","104.99685","34.45077","3.0983014","-10.540653","8.806044","0.65935326","141.48056","-33.563194","-34.472664","-68.03586","92.42927","-21.94653","-74.556946","-69.23164","-73.30585","-0.08841425","0.060638428","18.538513","63.51064"
"17783","UTHR_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","295.77533","29.507023","0.0","135.85721","107.09075","-223.74133","344.48416","-66.00888","19.550756","-46.453026","3.6510103","0.0","-117.917534","0.0","-114.27162","-0.71361417","183.0408","5.440549","136.43723"
"17791","UG_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","5.339512","0.21641368","0.0","0.030575342","0.015588744","0.71993667","6.312135","-0.21641368","-0.091893256","-0.30830687","0.0","-5.3213253","0.0","0.0","-5.3213253","0.0","0.6923944","0.0","2.3250527"
"17799","UNTK_nasdaq","2012","4","12 months ending 2012-12-31","days","367.0021","2012-12-31","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","-2.5174043","-2.5174043","-5.6770186","-17.277967","-22.954987","-2.6962187","0.0","0.0","29.222555","26.523762","-0.0022374748","1.0491332","12.459656","1.0037835"
"17807","UNTY_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","4.6827884","1.3458279","0.0","0.41726086","1.7732807","2.830862","11.040131","-5.229911","-43.047028","-48.267048","-17.726227","-1.0886472","-10.110391","34.617485","5.6772346","0.0","-31.544586","0.0","2.0867057"
"17815","PANL_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","15.426563","1.978276","7.9018083","0.0","2.3825014","-3.288466","24.415367","-59.504673","28.493065","-31.011618","-5.057131","0.0","-6.687848","0.0","-11.744979","0.0","-18.34602","0.0","2.700822"
"17823","UEIC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","17.127634","17.667799","0.0","1.1855583","8.3525095","-14.282877","30.050621","-11.163199","0.0","-11.163199","0.4016275","0.0","0.85651094","-8.35726","-7.099122","1.0712521","12.849662","0.19243957","7.718757"
"17831","UFPI_nasdaq","2013","2","26 weeks ending 2013-06-29","days","367.0","2013-06-29","In Millions of USD (except for per share items)","35.34937","29.941044","2.8040662","1.2058518","-0.9742583","-100.15321","-31.827143","-37.00088","-5.331154","-42.33204","-0.8864286","-8.000192","1.736978","68.69704","61.562473","0.021978013","-12.574725","4.452802","7.60305"
"17839","USAP_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","7.9645085","14.625617","0.0","5.615181","1.4636133","-9.509947","20.158974","-23.52602","0.0050958903","-23.520924","-0.37105215","0.0","1.2619073","2.8969975","3.7878523","0.0","0.4309986","1.1924384","-4.993973"
"17847","UACL_nasdaq","2013","2","26 weeks ending 2013-06-29","days","367.0","2013-06-29","In Millions of USD (except for per share items)","49.749535","19.329891","0.0","2.3739836","1.7857966","-11.115384","62.10879","-20.630741","4.8047805","-15.825962","-50.335114","-7.962912","-0.5085989","14.532364","-44.27426","0.05098901","2.0595603","3.3756318","21.34099"
"17855","UVSP_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","20.75332","2.9419346","-0.30575344","1.2943561","343.86502","-336.54242","32.011547","-1.037365","-45.622543","-46.659912","66.79892","-11.858895","-2.0443666","-60.88107","-7.9806175","0.0","-22.628984","0.0","4.5969057"
"17863","UPIP_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","-47.751972","0.2809489","0.0","0.0","-7.548394","-15.158029","-70.16745","-0.27014598","40.237156","39.977005","14.79","0.0","1.1355839","22.07","37.985584","0.0","7.785146","0.0","0.04"
"17871","URRE_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-15.872349","0.5128562","0.0","0.0","0.4831841","-0.15857475","-15.03998","-3.3395033","3.626356","0.2919488","2.5479453","0.0","13.88493","-0.13008459","16.307884","0.0","1.5547595","0.0050958903","0.0"
"17879","URBN_nasdaq","2013","-1","6 months ending 2013-07-31","days","366.75647","2013-07-31","In Millions of USD (except for per share items)","243.00171","124.33215","0.0","8.05464","3.143172","-23.507566","355.0292","-152.09967","-154.97551","-307.0653","11.391256","0.0","45.123196","0.0","56.514446","-0.85563004","103.62276","0.0","106.99058"
"17887","ULGX_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","-4.301095","0.67186135","0.0","1.0948905E-4","0.5711314","1.0960219","-1.9620073","-0.11029197","-1.37","-1.480292","0.0","0.0","3.843978","0.0","3.843978","0.0","0.40167883","0.0","0.020036496"
"17895","UPI_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","-4.1038356","0.95643836","0.0","-0.022602739","0.6253425","0.9279452","-1.6091782","-0.34821916","1.9806849","1.6324657","0.0","0.0","0.1130137","0.0","0.1130137","-0.020136986","0.11616436","0.0","0.06520548"
"17904","ECOL_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","25.558128","14.086212","1.4711177","-2.0135567","3.7810056","-7.4588995","35.428802","-20.42928","-5.3216147","-25.750895","-0.07375105","-11.646373","2.6118164","0.31500864","-8.80319","-0.1459521","0.73386383","0.76853156","17.594671"
"17912","USMO_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","27.34844","16.83642","0.0","17.946266","5.261078","-7.3713446","60.025955","-10.303199","-1.350712","-11.653912","0.0","-15.2379055","-4.107288","-14.39589","-33.746178","0.0","14.625863","0.15767153","1.6413673"
"17920","USAT_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","0.84700733","3.85","0.7420438","0.030072993","0.3459489","0.23361313","6.048686","-9.223357","0.020072993","-9.203285","0.3099635","0.0","0.0","2.395584","2.7055476","0.0","-0.45905107","0.12029197","0.0"
"17928","USATP_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","0.84700733","3.85","0.7420438","0.030072993","0.3459489","0.23361313","6.048686","-9.223357","0.020072993","-9.203285","0.3099635","0.0","0.0","2.395584","2.7055476","0.0","-0.45905107","0.12029197","0.0"
"17936","USAK_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-12.832144","44.494164","0.0","-6.8453197","-1.7121077","3.4335372","26.54322","-18.347258","14.127827","-4.2245264","0.0","0.0","0.0","-23.657898","-23.657898","0.0","-1.3392044","4.065071","0.0"
"17944","USMD_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","12.15991","4.323021","0.97918034","0.5971224","0.47802123","-5.7325754","12.794788","-2.1709495","5.114188","2.9432392","-13.564313","0.0","0.5389601","-1.2389258","-14.279264","0.0","1.473749","1.1563767","1.4033213"
"17952","UTMD_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","10.493833","0.6378449","2.5861475","-0.6618191","0.13728797","-1.3034439","11.894945","-0.25118166","0.025479453","-0.2257022","0.20052385","-2.7141914","1.1471107","-6.550962","-7.917519","-0.081813","3.6848974","0.5638151","3.8645697"
"17960","UTIW_nasdaq","2013","-1","6 months ending 2013-07-31","days","366.75647","2013-07-31","In Millions of USD (except for per share items)","-62.134705","50.78341","11.736906","13.11323","71.36429","-110.22225","-25.37411","-88.26994","0.75103605","-87.5189","-9.417206","-3.1696439","3.7070875","44.162758","35.282993","-23.943615","-101.553635","37.144135","34.762115"
