"index","ticker","year","quarter","QuarterHeading","QuarterRange","QuarterCountperRange","DateString","CurrencyHeader","Net Income/Starting Line","Depreciation/Depletion","Amortization","Deferred Taxes","Non-Cash Items","Changes in Working Capital","Cash from Operating Activities","Capital Expenditures","Other Investing Cash Flow Items, Total","Cash from Investing Activities","Financing Cash Flow Items","Total Cash Dividends Paid","Issuance (Retirement) of Stock, Net","Issuance (Retirement) of Debt, Net","Cash from Financing Activities","Foreign Exchange Effects","Net Change in Cash","Cash Interest Paid, Supplemental","Cash Taxes Paid, Supplemental"
"16939","GT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","342.32452","703.18604","0.0","0.0","-1135.9084","162.40057","72.002625","-1061.919","-6.8632827","-1068.7822","-92.53222","-29.61415","6.4741225","1303.0681","1187.3959","-160.9175","29.698883","171.22192","103.95617"
"16947","HCKT_nasdaq","2013","2","26 weeks ending 2013-06-28","days","367.0","2013-06-28","In Millions of USD (except for per share items)","13.377637","2.0171428","0.62953293","-0.60480773","6.4681587","-6.3598633","15.51272","-2.871786","0.26164836","-2.610137","-0.24395604","-1.5653846","-28.11198","2.736044","-27.185274","0.035576925","-14.237116","0.49953294","0.5668956"
"16955","HAIN_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","114.9838","40.18788","0.0","-7.4186497","20.786678","-47.322006","121.207664","-73.05905","-334.2613","-407.32034","7.5393796","0.0","12.783869","276.72305","297.0563","0.41656935","11.360219","19.15","22.05"
"16963","INTG_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","0.61970806","4.5924816","0.0","-0.3609124","1.3342701","-1.5967884","4.588759","-5.4369345","-0.6397445","-6.0767155","-0.6423358","0.0","0.0","1.4763504","0.8340146","0.0","-0.6539416","6.819088","0.33"
"16971","KEYW_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-4.054823","28.81398","0.0","-4.3106775","4.1542993","-8.60106","16.00172","-12.099461","-73.63113","-85.7306","0.07134247","0.0","48.24862","20.85623","69.176186","0.0","-0.5577824","2.8696442","5.052447"
"16979","MSG_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","142.76675","89.36518","0.0","5.535365","10.812482","15.219963","263.7197","-230.21785","44.301094","-185.91675","-12.876898","0.0","6.844708","-0.27076644","-6.3029566","0.0","71.490005","0.28","82.44"
"16987","TMNG_nasdaq","2013","2","26 weeks ending 2013-06-29","days","367.0","2013-06-29","In Millions of USD (except for per share items)","-1.2148077","0.7313462","0.0","0.0959066","0.26524726","-0.6800275","-0.80741763","-0.3573901","0.0","-0.3573901","0.0","0.0","0.040329672","0.0","0.040329672","-0.06442308","-1.1938187","0.0","0.0"
"16995","MDCO_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","32.435394","16.374714","0.0","12.880057","14.06012","-59.637886","16.122293","-32.21749","-270.32596","-302.54855","-8.146076","0.0","35.22379","140.137","167.21469","-0.8757571","-120.0972","2.7815087","1.9593754"
"17003","MIDD_nasdaq","2013","2","26 weeks ending 2013-06-29","days","367.0","2013-06-29","In Millions of USD (except for per share items)","124.40478","39.491707","0.0","1.7793406","12.0039835","-88.42698","89.25284","-16.988049","-412.02298","-429.001","8.782418","0.0","2.673077","325.8693","337.33478","-0.5047252","-2.9332144","10.965934","51.503845"
"17011","NDAQ_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","306.42578","107.39617","0.0","-19.540564","83.57037","77.05722","554.90906","-88.84244","-1105.9042","-1194.7466","-82.25236","-75.65335","-136.72041","815.9836","521.3575","-2.8166776","-121.296684","80.32997","189.10437"
"17019","NAVG_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","60.037025","4.9505515","0.0","-8.247526","0.0","40.50775","97.2478","-6.508912","-78.57804","-85.077065","0.0","0.0","2.033963","0.0","2.033963","0.0","14.204708","8.088148","19.10718"
"17027","PTRY_nasdaq","2013","2","39 weeks ending 2013-06-27","days","366.0","2013-06-27","In Millions of USD (except for per share items)","-4.6315107","118.14502","0.0","-1.7038462","16.383516","-10.289423","117.90633","-76.42555","6.8584623","-69.56709","-3.7474728","0.0","0.0","-121.45384","-125.201294","0.0","-76.86206","80.3925","-3.6245613"
"17035","PRSC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","16.734158","7.670006","7.367587","1.7482028","8.808197","9.055765","51.403694","-8.303146","-7.003626","-15.311869","0.6788684","0.0","4.751254","-16.916304","-11.496073","-0.22718526","24.373667","6.269651","14.465315"
"17043","SPNC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-0.5351466","10.207581","0.0","-0.39979878","0.24197114","-11.167805","-1.6531982","-3.221283","-10.368086","-13.579479","0.0","0.0","94.97295","0.0","94.97295","0.0050958903","79.74058","0.045260876","0.3482824"
"17051","ULTI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","16.772335","14.596012","0.0","0.0","12.512675","9.453701","53.34462","-22.747406","-243.89229","-266.62982","241.61322","0.0","6.4068837","-5.4533386","242.56195","-0.6848452","28.591902","0.39206016","0.5065561"
"17059","WTSL_nasdaq","2013","-1","26 weeks ending 2013-08-03","days","367.0","2013-08-03","In Millions of USD (except for per share items)","-52.3924","15.506415","0.0","21.89582","17.580376","-12.259918","-9.679705","-19.037495","-18.123772","-37.16127","0.0","0.0","-24.964178","0.0","-24.964178","0.0","-71.810135","0.074905664","0.96353096"
"17067","YORW_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","9.1702175","5.4633183","0.0","2.4926152","0.21581149","-1.5861489","15.765705","-10.311741","0.52960455","-9.7920265","0.5512148","-7.036655","0.7203716","-0.040164977","-5.81033","0.0","0.17323798","5.216352","2.1374753"
"17080","THRX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-82.431335","7.582774","0.0","0.0","26.632494","-64.76787","-112.993835","-32.406338","-114.53699","-146.95322","-36.39781","0.0","146.59781","278.5065","388.7164","0.0","128.76425","2.639671","0.0"
"17088","KOOL_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","-3.092518","0.54145986","0.0","0.0","-1.4163504","0.8783212","-3.089124","-0.39124086","2.5492702","2.1479928","0.0","0.0","-0.060182482","0.0","-0.060182482","0.0","-0.9913139","0.0","0.0"
"17096","TST_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-9.266056","4.6672897","0.0","0.0","2.8427706","-0.24084496","-1.9968419","-2.922945","8.916145","5.9932017","0.33632877","-0.932548","-0.5515381","0.0","-1.1477573","0.0","2.8584929","0.015287671","0.0"
"17104","TCRD_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","38.04004","0.0","0.0","0.22931506","-161.79282","-1.8681176","-125.401474","0.0","0.0","0.0","-9.553088","-32.424335","153.52072","42.712925","154.25113","0.0","28.854746","2.356788","0.23441097"
"17112","TPGI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-35.746376","16.021915","0.0","2.9097536","15.894239","-9.218767","-10.134444","-18.905462","54.21491","35.30944","63.379845","-15.6758175","0.0","-23.588696","24.11533","0.0","49.290325","8.291014","-0.025479453"
"17120","THOR_nasdaq","2013","2","6 months ending 2013-06-29","days","366.75378","2013-06-29","In Millions of USD (except for per share items)","69.59865","19.1097","0.0","-13.707505","52.205513","-20.56792","106.62848","-11.077317","-16.994802","-28.072119","-1.90785","0.0","-37.90462","0.0","-39.81248","-0.1855124","38.55331","0.0","40.336586"
"17128","THLD_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-58.01173","1.1674719","0.0","0.0","38.771957","60.19706","42.124763","-0.34350982","-57.710323","-58.049038","0.0","0.0","11.995916","0.0","11.995916","0.0","-3.9232666","0.0","0.0"
"17136","THTI_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","2.3326244","1.1845658","0.0","0.045863017","1.2577595","-7.121166","-2.3003538","-0.79764616","0.13846995","-0.65917623","-0.15825136","0.0","0.0","-3.8699327","-4.038075","0.13967422","-6.863027","1.6512581","1.4168694"
"17144","OINK_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-1.4329711","3.105884","0.0","0.0","1.1051836","-0.13689768","2.6510897","-5.460877","0.8255343","-4.6353426","-0.104883894","0.0","0.0","1.1924384","1.0875543","0.17444225","-0.7321467","0.48197982","0.0"
"17152","TIBX_nasdaq","2013","-1","9 months ending 2013-08-31","days","366.66916","2013-08-31","In Millions of USD (except for per share items)","62.621033","15.502993","35.394093","-24.586594","73.75019","34.53683","197.2152","-15.372379","-102.609795","-117.981384","0.65755844","0.0","-146.79636","92.27899","-53.859787","-3.3129535","22.05365","12.707718","20.616032"
"17160","TICC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","56.871407","0.0","0.0","0.0","-334.74133","-1.9168913","-279.78174","0.0","-50.215607","-50.215607","-9.9375","-50.054947","154.96031","235.79962","330.77255","0.0","0.7752476","11.380539","0.0"
"17168","TIGR_nasdaq","2013","2","3 months ending 2013-06-30","days","366.50085","2013-06-30","In Millions of USD (except for per share items)","-3.4550688","0.15547945","0.0","0.067808226","1.1735616","-0.0057534277","-2.0639725","-0.08027397","-0.3691781","-0.44945204","0.0","0.0","0.06273972","0.0","0.06273972","-0.035205476","-2.4858906","0.0","0.1130137"
"17177","TSBK_nasdaq","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","5.015419","1.0465508","0.34168988","0.5563213","0.043506473","4.5000267","11.513477","-1.3333639","-18.429157","-19.752556","-3.9127033","-4.834206","-0.99635035","0.0","-9.74326","0.0","-17.992304","0.0","2.3796864"
"17185","TITN_nasdaq","2013","-1","6 months ending 2013-07-31","days","366.75647","2013-07-31","In Millions of USD (except for per share items)","25.01139","25.149166","0.0","3.0542448","5.587616","-165.51837","-106.72107","-54.14809","4.970745","-49.177353","0.8723227","0.0","0.0","156.23428","157.12161","-0.24638687","0.9767952","20.528019","17.084614"
"17193","TIVO_nasdaq","2013","-1","6 months ending 2013-07-31","days","366.75647","2013-07-31","In Millions of USD (except for per share items)","253.11311","10.016323","0.0","0.0","-126.65919","378.66245","515.1327","-6.374257","-141.17058","-147.53973","0.4945355","0.0","-83.33835","0.0","-82.84382","0.0","284.7491","3.5161645","0.5146849"
"17201","TISA_nasdaq","2012","2","6 months ending 2012-06-30","days","366.75378","2012-06-30","In Millions of USD (except for per share items)","2.5237734","0.24605659","0.0","0.0","0.98688966","-0.17927462","3.577445","-0.18638444","-0.14679469","-0.33317915","-0.27876714","0.0","2.0137916","-2.7927399","-1.0577154","-0.08989146","2.0867138","0.0","0.09515157"
"17207","TORM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","2.6324677","2.7719636","0.0","-0.00808429","0.15586512","-4.674548","0.8776641","-5.038598","0.0050958903","-5.0335016","0.0","0.0","0.368967","1.6396387","2.008606","-0.037455343","-2.1846874","0.37737465","0.614473"
"17215","TRMD_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","-336.41245","136.35385","0.0","0.0","244.83716","-109.7147","-64.93613","-53.919044","45.3597","-8.551759","-2.5070627","0.0","-1.3584384","22.365059","18.499557","0.0","-54.995922","52.708897","2.7256837"
"17224","TRNX_nasdaq","2013","2","26 weeks ending 2013-06-30","days","367.0","2013-06-30","In Millions of USD (except for per share items)","-30.479176","33.14415","0.0","-0.50217056","24.12739","-1.2213469","25.073927","-29.066952","-58.214783","-87.28682","-2.7945058","0.0","92.17854","-11.459808","77.91931","-0.10093409","15.615495","1.4942309","1.0571429"
"17232","TOFC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","6.485697","3.1426926","0.0","0.0","-0.29222757","-2.0827806","7.258477","-0.4388264","-22.129345","-22.573269","-9.859098","-2.135992","-1.7175045","0.0","-13.7074995","0.0","-29.03218","0.0","1.2277415"
"17240","TSEM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-81.34564","164.8752","0.0","2.437029","-3.3781068","-35.21257","47.3609","-97.3481","-2.2573793","-99.59558","0.0","0.0","73.16986","-19.165644","54.00422","-7.0871344","-5.3176003","39.090027","0.62107426"
"17247","TWER_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-22.426657","14.670343","0.0","0.06624658","0.7320464","-3.8159077","-10.773928","-12.655515","-0.6423387","-13.297853","0.0","0.0","30.652239","-0.6255456","30.026691","0.0","5.964799","0.14507118","0.03986391"
"17255","CLUB_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","16.41579","49.460182","0.0","8.905933","-0.52852297","0.4156437","74.66394","-23.626232","-0.43519124","-24.061424","-1.9858695","-35.92302","1.5338184","12.072165","-24.297808","-0.038960703","26.255856","21.978462","0.6369641"
"17263","TOWN_nasdaq","2013","1","3 months ending 2013-03-31","days","367.4988","2013-03-31","In Millions of USD (except for per share items)","40.971283","11.765033","0.0","0.67675143","4.4662085","-12.071574","45.8054","-19.834421","-205.39221","-225.22662","108.838135","-16.353878","-0.08670992","77.97214","170.36967","0.0","-9.051559","0.0","9.235023"
"17271","TSCO_nasdaq","2013","2","26 weeks ending 2013-06-29","days","367.0","2013-06-29","In Millions of USD (except for per share items)","308.0985","92.13827","0.0","-8.979066","-22.176922","-113.98294","255.08786","-176.35031","15.6691475","-160.67117","30.52676","-58.19297","-169.13104","-0.040329672","-196.82759","0.0","-102.41599","0.90005493","124.2125"
"17279","TWMC_nasdaq","2013","-1","26 weeks ending 2013-08-03","days","367.0","2013-08-03","In Millions of USD (except for per share items)","0.0","0.0","0.0","0.0","0.0","-16.86302","-16.86302","-6.350485","14.490835","8.140349","0.2792453","-7.4099727","2.03","-1.7315364","-6.832265","0.0","-15.554932","0.0","0.0"
"17287","TSON_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-30.6908","1.3919697","0.0","0.0","1.763089","1.1620641","-26.373676","-1.6276072","0.35287666","-1.2798265","0.0","0.0","16.974867","0.0","16.974867","0.0","-10.673538","0.0","0.0"
"17295","TACT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","4.1987014","1.7771498","0.0","-0.050958905","0.46249944","0.98832405","7.3658257","-1.0356032","0.0050958903","-1.0254114","0.05515158","-1.3877325","-3.37552","0.0","-4.6931143","-0.014986601","1.6173263","0.025479453","0.46372604"
"17303","TRNS_nasdaq","2013","2","3 months ending 2013-06-29","days","366.50085","2013-06-29","In Millions of USD (except for per share items)","3.5076714","2.7642467","0.0","1.3698637E-4","0.5842466","-3.4083562","3.437945","-2.3541095","-5.0765758","-7.4406853","-0.0075342464","0.0","0.1479452","4.1434245","4.2838354","0.15767123","0.44876716","0.12041095","2.0039725"
"17312","TSPT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-23.147171","0.18644047","0.0","0.0","6.4885287","1.2538679","-15.218336","-6.02141E-4","-11.399741","-11.400343","0.0","0.0","19.959074","0.0","19.959074","0.0","-6.6545076","0.0050958903","0.0"
"17320","TGA_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","79.59079","46.911217","0.0","0.0","108.63454","-119.74605","115.400375","-63.40055","-31.509863","-94.91551","-11.715296","0.0","2.1914668","28.112267","18.578545","-0.89042044","38.178085","6.955724","88.7874"
"17328","TTHI_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of CAD (except for per share items)","0.02759124","1.825","0.0","0.0","7.1218977","-0.28","8.704489","-0.010036496","1.0037591","0.99368614","0.0","0.0","0.02","0.0","0.02","0.409927","10.128102","0.0","0.0"
"17336","TXCC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-16.099411","0.5737058","0.0","0.0","3.4329686","0.78683","-11.310703","-0.23679723","0.99879456","0.7619972","0.0","0.0","7.300905","0.5162796","7.8171854","-0.3447141","-3.0762339","0.09501549","0.20142706"
"17344","TZYM_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-17.43497","0.31652504","0.0","0.0","1.9277297","-3.432991","-18.623707","-0.040767122","0.0","-0.040767122","0.0","0.0","5.4169316","-6.3851504","-0.96312326","-0.04465873","-19.68724","0.85101366","0.0"
"17352","TZOO_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","19.946598","2.7581813","0.0","-0.71527565","1.4645165","11.54779","35.00181","-3.8297343","-0.39474756","-4.224482","0.0","0.0","-5.8653703","0.0","-5.8653703","-1.3954264","23.50664","0.0","-2.4975884"
"17360","TREE_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","28.069391","3.8351762","0.27246848","-0.045863017","88.24322","-7.6160703","112.74843","-2.546886","21.906006","19.35912","-99.83692","-5.824603","-3.7492933","0.0","-109.41082","0.0","22.691631","0.66756165","0.6166028"
"17368","TCBK_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","24.315346","4.1247168","0.20592079","-0.19364384","2.6256773","15.071658","46.164665","-11.136169","-120.05134","-131.1926","28.143982","-6.1101513","-0.28861472","-34.868736","-13.123523","0.0","-98.14667","0.0","18.3594"
"17376","TRS_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","59.875717","27.16608","20.21825","-7.6769533","32.71923","-81.5982","50.704132","-49.13897","-89.68135","-138.82033","-24.10288","0.0","44.272682","31.390196","51.559994","0.0","-36.556187","24.139645","26.836441"
"17384","TRMB_nasdaq","2013","2","26 weeks ending 2013-06-30","days","365.0","2013-06-30","In Millions of USD (except for per share items)","199.2712","24.760082","142.29034","-14.418763","-11.811676","3.2347803","343.326","-67.20175","-532.16797","-599.3747","20.359615","0.0","53.70761","158.70923","232.77646","-3.8540936","-27.116348","8.974039","10.155496"
"17392","TRIB_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","8.836274","0.68794525","0.7541918","0.0","10.999809","-6.438407","14.839812","-17.618187","3.5124624","-14.105726","-0.0101917805","-5.9631166","-1.4472328","-0.056054793","-7.476597","0.025479453","-6.7170305","0.0","0.53506845"
"17400","TRIP_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","227.03792","23.232231","5.8236437","-6.464064","39.906185","-23.792833","265.7431","-38.262844","-339.806","-378.06885","-2.304803","0.0","103.45325","-35.178947","65.96948","-2.0681062","-71.87565","4.988877","54.9337"
"17408","TQNT_nasdaq","2013","2","6 months ending 2013-06-29","days","366.75925","2013-06-29","In Millions of USD (except for per share items)","-55.53552","100.647514","0.0","-15.5078745","22.57468","15.347284","67.51625","-97.21456","24.094467","-73.1201","-0.20880711","0.0","-55.109665","19.67213","-35.641632","0.0","-41.24036","0.0","1.1024604"
"17416","TRIT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-3.4388561","1.254704","0.0","0.7910673","1.4429731","-18.751595","-18.69661","-1.2355471","0.24879543","-0.98675174","-0.027218819","0.0","0.091726035","15.400696","15.465201","-0.30035648","-4.5185156","1.3556963","0.21071562"
"17424","TSRX_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-64.03821","0.6923944","0.0","0.0","5.6311483","4.380604","-53.34395","-0.50866354","-6.1177335","-6.6413836","0.0","0.0","61.474667","0.0","61.474667","0.0","1.5043247","0.0","0.0"
"17432","TROV_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-12.206217","0.059946403","0.0","0.0","6.253828","0.04700038","-5.835553","-0.49365467","0.0","-0.49365467","0.0","0.0","8.687178","0.31650272","9.003679","0.0","2.6645818","0.0","0.00989071"
"17440","TROVU_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-12.206217","0.059946403","0.0","0.0","6.253828","0.04700038","-5.835553","-0.49365467","0.0","-0.49365467","0.0","0.0","8.687178","0.31650272","9.003679","0.0","2.6645818","0.0","0.00989071"
"17448","TRLG_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","32.511528","13.786157","0.0","2.083115","12.64752","-7.711855","53.311363","-19.978924","-80.53286","-100.51688","-6.7382503","-10.614393","0.0","0.0","-17.352646","-0.97315896","-65.52112","0.0","26.749075"
"17456","THST_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","-0.6218978","0.4809489","0.0","0.0","0.11040146","-5.7168612","-5.747445","-0.8928467","-0.3111679","-1.2040147","12.699051","0.0","0.5018248","4.95062","18.151495","0.0","11.2","0.3409489","0.0"
"17463","TBOW_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","3.642737","1.3950027","0.0","-0.6651308","5.5785055","-6.0313826","3.914637","-10.386561","-1.9330149","-12.329469","0.0","0.0","0.0","5.2098846","5.2098846","-0.090220675","-3.2951677","1.1123202","1.5430622"
"17471","TRST_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","37.847992","5.0754733","0.0","0.70413613","0.35219628","17.038158","61.032944","-6.7205763","-88.01175","-94.73743","122.474976","-24.735931","2.9368386","22.557644","123.23863","0.0","89.53416","0.0","23.27816"
"17479","TRMK_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","115.142685","33.035454","0.0","12.478507","-16.935436","7.5592346","151.27057","-16.22702","-98.80592","-115.04284","163.16592","-61.324955","-1.236428","-52.86086","47.743652","0.0","83.98128","0.0","43.237404"
"17487","TSRI_nasdaq","2013","-1","3 months ending 2013-08-31","days","365.50018","2013-08-31","In Millions of USD (except for per share items)","-0.32783562","0.0075068492","0.0","-0.0650685","0.0","-0.6153151","-0.99071234","-0.0075068492","-1.1185205","-1.1360273","-0.037534248","-2.2295341","-0.060054794","0.0","-2.3271232","0.0","-4.446356","0.0","0.0150136985"
"17496","TTMI_nasdaq","2013","-1","6 months ending 2013-07-01","days","366.75378","2013-07-01","In Millions of USD (except for per share items)","-71.60134","88.72954","12.075083","1.5621873","113.72812","16.69955","161.1832","-117.08613","-45.365776","-162.45189","-8.449178","0.0","0.08539786","1.406126","-6.952585","-1.106359","-9.327648","9.873425","7.8663015"
"17504","TUES_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","-56.52887","13.487956","0.0","-7.166058","8.807883","38.20442","-3.1846716","-9.640328","0.25","-9.390328","0.006131387","0.0","1.6996716","0.0","1.7058029","0.0","-10.859198","1.02","0.07"
"17512","TFCO_nasdaq","2013","2","9 months ending 2013-06-30","days","366.00143","2013-06-30","In Millions of USD (except for per share items)","1.72091","2.878738","0.0","0.84689784","0.01737906","1.5760158","7.0299773","-1.9429641","0.06579003","-1.8746259","0.0","0.0","0.0","-5.155351","-5.155351","0.0","0.0","0.06879453","0.0050958907"
"17520","TWTC_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","69.33908","293.2812","0.0","48.77018","53.785492","-24.587168","440.58875","-357.76294","-50.858665","-408.62164","-21.639069","0.0","-139.73349","-21.823792","-183.19633","0.0","-151.2244","75.20903","8.405833"
"17528","TWIN_nasdaq","2013","2","12 months ending 2013-06-30","days","366.0014","2013-06-30","In Millions of USD (except for per share items)","5.147986","10.762666","0.0","0.17580825","2.9682248","-2.046768","16.997953","-6.7778616","-0.029433956","-6.8072963","-0.74235827","-4.0983577","-3.6032975","1.2667207","-7.177292","-0.28958955","2.73374","0.39238358","0.6471782"
"17536","USCR_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-20.722778","17.65842","0.0","-10.589026","36.435963","-7.9976377","14.769953","-12.311804","0.16299033","-12.15391","-2.8759222","0.0","-2.156197","5.054833","0.022714138","0.0","2.6387568","3.6996167","0.13249315"
"17544","PRTS_nasdaq","2013","2","26 weeks ending 2013-06-29","days","367.0","2013-06-29","In Millions of USD (except for per share items)","-31.196539","14.985274","0.8148078","-0.35725272","21.435883","-4.9605494","0.7367033","-9.998984","1.4198078","-8.569177","-0.29478022","0.0","17.135273","-13.929753","2.9156592","0.015082417","-4.906649","0.61903846","0.0"
"17552","USEG_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","-10.999531","14.613821","0.0","-0.030575342","10.162878","-0.54549444","13.205894","-29.187954","13.5580225","-15.635029","0.0","0.0","0.025479453","-1.4121416","-1.3866621","0.0","-3.8157964","0.23019597","0.0"
"17560","GROW_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","-0.18905109","0.27076644","0.0","0.010364964","0.040437955","0.33182484","0.46430656","-0.040145986","-0.33098543","-0.3711314","-0.17029198","-2.6387591","0.19051094","0.0","-2.62854","0.0","-2.5353649","0.0","0.12"
"17568","UBNT_nasdaq","2013","2","12 months ending 2013-06-30","days","366.2498","2013-06-30","In Millions of USD (except for per share items)","80.678505","1.9645985","0.0","0.38","3.1670074","46.012627","132.2027","-5.376095","0.0","-5.376095","2.1110947","-15.707116","-53.917263","46.67427","-20.839014","0.0","105.987625","1.7","4.09"
"17576","UFPT_nasdaq","2013","2","6 months ending 2013-06-30","days","366.75647","2013-06-30","In Millions of USD (except for per share items)","10.509767","3.451457","0.0","0.3009586","0.514618","-1.5221548","13.259439","-9.611284","-1.976581","-11.597755","-0.9453824","0.0","0.25778294","1.6669807","0.9793811","0.0","2.6311746","0.11959174","3.1704578"
"17584","ULTA_nasdaq","2013","-1","26 weeks ending 2013-08-03","days","367.0","2013-08-03","In Millions of USD (except for per share items)","172.78246","94.7461","0.0","3.8933148","-13.535662","-54.183292","203.69788","-192.06583","0.0","-192.06583","30.3062","-31.155794","-11.767386","0.0","-12.626982","0.0","-0.9899483","0.0","81.02388"
